epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,19905.2,0.80681,0.31296,0.00099,0.97299,0.86812,0.94185,0.83063,0.74957,0.45536,0.00154,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,20570.6,0.79893,0.30725,0.00098,0.97367,0.86858,0.94175,0.83145,0.7487,0.45513,0.00153,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,21236.1,0.79912,0.31031,0.00097,0.97433,0.86844,0.94172,0.83219,0.74713,0.45312,0.00153,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,21901.3,0.79852,0.30806,0.00097,0.97436,0.86785,0.9417,0.83221,0.74674,0.45525,0.00153,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,22566.7,0.78697,0.30498,0.00096,0.97366,0.86867,0.94147,0.83243,0.74535,0.45722,0.00152,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,23231.9,0.78573,0.30479,0.00096,0.97298,0.86867,0.94158,0.83326,0.74371,0.45775,0.00152,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,23896.9,0.78719,0.30509,0.00095,0.96742,0.87324,0.94173,0.83381,0.74216,0.45638,0.00152,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,24562,0.7791,0.30096,0.00095,0.96828,0.87418,0.94178,0.83473,0.74093,0.45609,0.00151,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,25227.2,0.77138,0.30143,0.00093,0.97278,0.87051,0.94191,0.83481,0.73961,0.45652,0.00151,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,25892.3,0.77152,0.29268,0.00093,0.97154,0.87144,0.94204,0.83538,0.73805,0.45835,0.00151,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,26557.6,0.77308,0.29542,0.00094,0.97132,0.87154,0.94166,0.83597,0.73532,0.46125,0.0015,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,27222.9,0.7721,0.30007,0.00093,0.9687,0.87227,0.94166,0.83638,0.7327,0.46273,0.0015,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,27888.2,0.76729,0.2987,0.00093,0.96718,0.87194,0.94147,0.83703,0.7298,0.46744,0.00149,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,28552.9,0.76345,0.29376,0.00092,0.96892,0.87173,0.94134,0.83726,0.72764,0.47004,0.00149,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,29218.1,0.76006,0.29321,0.00092,0.97248,0.86703,0.94097,0.83749,0.72513,0.47097,0.00148,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,29883.7,0.75257,0.28867,0.00091,0.9737,0.86806,0.94093,0.83802,0.72365,0.47025,0.00148,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,30549.2,0.75292,0.29613,0.00092,0.96712,0.87132,0.94085,0.83844,0.72108,0.47106,0.00147,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,31214.2,0.74948,0.28699,0.00091,0.97522,0.8652,0.94087,0.83951,0.71981,0.47391,0.00147,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,31879.5,0.74907,0.28644,0.0009,0.97246,0.86724,0.94076,0.84013,0.71684,0.47645,0.00146,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,32544.8,0.74101,0.28252,0.0009,0.97232,0.86806,0.9408,0.841,0.71667,0.47567,0.00146,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,33209.9,0.74087,0.28234,0.0009,0.9745,0.86648,0.94069,0.84138,0.71439,0.47753,0.00146,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,33874.8,0.74355,0.28567,0.0009,0.97319,0.86743,0.94041,0.84198,0.71248,0.47936,0.00145,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,34539.7,0.73412,0.27894,0.00088,0.97279,0.86724,0.94081,0.84278,0.71096,0.48245,0.00145,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,35204.2,0.73083,0.28113,0.00088,0.97622,0.86371,0.94097,0.84366,0.70978,0.48497,0.00145,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,35868.6,0.72483,0.27775,0.00088,0.97664,0.86229,0.94082,0.84429,0.70713,0.48888,0.00144,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,36527.7,0.72392,0.27789,0.00087,0.9714,0.86717,0.94094,0.84443,0.70629,0.48972,0.00144,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,37186.6,0.72665,0.27504,0.00088,0.97576,0.86337,0.94076,0.84478,0.70446,0.49219,0.00144,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,37845.2,0.72398,0.27795,0.00087,0.9736,0.86663,0.94075,0.8456,0.70344,0.49302,0.00143,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,38504.1,0.71803,0.27264,0.00087,0.97476,0.86417,0.9407,0.8458,0.70251,0.49294,0.00143,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,39162.8,0.71725,0.27397,0.00086,0.97778,0.86356,0.94083,0.84614,0.70123,0.49282,0.00143,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,39821.7,0.71151,0.27455,0.00086,0.97847,0.86346,0.94096,0.84688,0.69998,0.49202,0.00143,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,40480.8,0.71723,0.27577,0.00086,0.97806,0.86507,0.94093,0.84805,0.69802,0.49438,0.00142,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,41139.6,0.71171,0.27317,0.00085,0.97762,0.8656,0.94119,0.84916,0.69683,0.49334,0.00142,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,41798.3,0.71191,0.27241,0.00085,0.97515,0.86663,0.94109,0.84986,0.69508,0.49348,0.00142,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,42457,0.70365,0.27163,0.00084,0.97696,0.86591,0.94126,0.85016,0.69313,0.49626,0.00141,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,43115.8,0.70538,0.27054,0.00085,0.97556,0.86663,0.94125,0.85104,0.69153,0.4955,0.00141,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,43774.7,0.70126,0.27339,0.00084,0.97592,0.86683,0.94134,0.85177,0.6904,0.49509,0.00141,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,44433.6,0.69824,0.26693,0.00083,0.97724,0.86683,0.94171,0.85187,0.68995,0.49484,0.0014,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,45092.4,0.69216,0.26033,0.00083,0.97481,0.86867,0.94175,0.85184,0.68991,0.4958,0.0014,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,45750.6,0.69225,0.25987,0.00083,0.9726,0.87009,0.94157,0.85241,0.68795,0.49703,0.0014,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,46409.2,0.69281,0.26601,0.00083,0.97073,0.86969,0.94147,0.85181,0.68795,0.49782,0.0014,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,47067.4,0.68878,0.26612,0.00083,0.97583,0.86598,0.94164,0.85206,0.68723,0.499,0.00139,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,47725.6,0.68746,0.26332,0.00082,0.98047,0.86275,0.94175,0.85294,0.68576,0.49711,0.00139,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,48384.5,0.68634,0.2667,0.00082,0.97084,0.87027,0.94191,0.85304,0.68471,0.49867,0.00139,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,49043.3,0.67898,0.2579,0.00081,0.97397,0.86846,0.94189,0.85367,0.68266,0.50135,0.00139,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,49701.9,0.6744,0.25433,0.0008,0.97763,0.86438,0.94193,0.85433,0.68144,0.50508,0.00138,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,50360.9,0.67085,0.25441,0.0008,0.97958,0.86231,0.94197,0.85499,0.68049,0.50519,0.00138,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,51019.5,0.67034,0.25524,0.0008,0.97871,0.86402,0.94198,0.85558,0.67852,0.50685,0.00138,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,51678.3,0.67156,0.25537,0.0008,0.97682,0.86479,0.94172,0.85641,0.67638,0.50765,0.00137,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,52337,0.66439,0.2513,0.00079,0.97915,0.86329,0.9419,0.85649,0.67545,0.50988,0.00137,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,52995.4,0.66397,0.2526,0.00079,0.97764,0.86438,0.942,0.85687,0.67438,0.5124,0.00137,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,53654.2,0.65882,0.25473,0.00078,0.97783,0.86468,0.9423,0.85723,0.67391,0.51369,0.00137,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,54313,0.66372,0.25466,0.00079,0.97608,0.86458,0.94223,0.85847,0.67193,0.51582,0.00136,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,54971.8,0.65932,0.25261,0.00078,0.9758,0.86476,0.94233,0.8593,0.67131,0.5153,0.00136,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,55630.6,0.65532,0.24875,0.00078,0.9715,0.86887,0.94235,0.86023,0.66963,0.51483,0.00136,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,56289.6,0.65494,0.24615,0.00078,0.97293,0.86867,0.94226,0.85983,0.6694,0.51428,0.00136,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,56947.7,0.64614,0.24225,0.00076,0.97565,0.86683,0.94237,0.86036,0.66784,0.51399,0.00135,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,57606.5,0.64746,0.24824,0.00076,0.98076,0.86402,0.94226,0.8609,0.66604,0.51697,0.00135,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,58265.3,0.64453,0.24347,0.00076,0.98118,0.86397,0.9423,0.86131,0.664,0.51989,0.00135,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,58924.2,0.64148,0.24217,0.00076,0.98031,0.86438,0.94236,0.8623,0.66298,0.52036,0.00134,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,59583,0.64,0.24595,0.00075,0.98026,0.86458,0.94228,0.86264,0.66197,0.52062,0.00134,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,60241.8,0.63411,0.23969,0.00075,0.97785,0.86569,0.94241,0.8627,0.66078,0.52124,0.00134,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,60900.5,0.63537,0.24228,0.00075,0.98165,0.86318,0.9421,0.86359,0.65897,0.52164,0.00133,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,61559.2,0.63121,0.24124,0.00075,0.9773,0.86703,0.942,0.86374,0.65674,0.52295,0.00133,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,62218,0.62978,0.23793,0.00074,0.97457,0.86875,0.94196,0.86429,0.65536,0.52449,0.00133,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,62876.8,0.63066,0.23751,0.00074,0.97798,0.8654,0.94177,0.86471,0.65419,0.52363,0.00132,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,63535,0.62138,0.23566,0.00074,0.98282,0.86315,0.94183,0.86527,0.65226,0.52683,0.00132,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,64193.7,0.61906,0.23395,0.00074,0.97609,0.86722,0.9419,0.86557,0.65276,0.52583,0.00132,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,64852.5,0.62373,0.23842,0.00073,0.98004,0.86499,0.94187,0.86613,0.65078,0.52652,0.00132,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,65511.4,0.6231,0.23843,0.00073,0.97899,0.86587,0.94185,0.86661,0.64939,0.52826,0.00132,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,66170.2,0.61506,0.23675,0.00072,0.97931,0.86438,0.9419,0.86742,0.64781,0.52892,0.00131,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,66828.4,0.61056,0.23141,0.00072,0.98104,0.86397,0.94212,0.8678,0.64744,0.52974,0.00131,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,67487.2,0.60667,0.22951,0.00071,0.97971,0.86458,0.94206,0.86832,0.64712,0.52845,0.00132,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,68146,0.60979,0.23376,0.00071,0.98143,0.86339,0.94226,0.86916,0.6461,0.5299,0.00131,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,68804.9,0.60053,0.22773,0.0007,0.98023,0.8654,0.94218,0.86988,0.64413,0.5319,0.00131,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,69463.8,0.60336,0.23078,0.00071,0.98283,0.86491,0.94218,0.87011,0.6432,0.53114,0.00131,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,70122.7,0.59669,0.22517,0.0007,0.98091,0.86622,0.94241,0.87014,0.64189,0.53106,0.00131,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,70781.4,0.59892,0.22747,0.0007,0.98058,0.86649,0.94232,0.87066,0.64108,0.53203,0.0013,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,71440,0.59259,0.22698,0.0007,0.97969,0.86687,0.94251,0.87096,0.64085,0.53146,0.0013,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,72098.8,0.59282,0.22352,0.0007,0.9795,0.86663,0.94255,0.87183,0.64003,0.53209,0.0013,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,72757.6,0.59197,0.22218,0.00069,0.9817,0.86547,0.94259,0.87205,0.63951,0.53301,0.0013,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,73416.4,0.58698,0.22102,0.00068,0.97809,0.86618,0.94245,0.87179,0.63821,0.53521,0.0013,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,74074.2,0.58373,0.21983,0.00068,0.97919,0.86482,0.94219,0.87226,0.63652,0.5349,0.0013,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,74733.1,0.58503,0.22266,0.00068,0.98007,0.86499,0.94217,0.87267,0.63633,0.53564,0.0013,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,75391.7,0.58404,0.2209,0.00069,0.97797,0.86724,0.94187,0.87255,0.63558,0.53752,0.00129,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,76049.9,0.57461,0.21797,0.00067,0.97629,0.86639,0.94185,0.87271,0.63465,0.54075,0.00129,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,76708.7,0.58015,0.21932,0.00068,0.97656,0.86642,0.94192,0.87357,0.63273,0.53898,0.00129,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,77367.3,0.57137,0.21704,0.00067,0.98168,0.86464,0.94191,0.87371,0.63221,0.53927,0.00128,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,78025.6,0.57281,0.21905,0.00066,0.98132,0.8652,0.94179,0.87373,0.63069,0.54063,0.00128,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,78684.2,0.57001,0.21569,0.00066,0.9811,0.86417,0.94165,0.87348,0.63008,0.54337,0.00128,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,79342.3,0.55918,0.20925,0.00065,0.98124,0.86515,0.9415,0.87404,0.62948,0.5415,0.00128,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,80001.1,0.56384,0.21152,0.00065,0.9823,0.86417,0.94147,0.87409,0.6291,0.54171,0.00128,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,80660.1,0.56202,0.21342,0.00065,0.97417,0.87046,0.94156,0.87423,0.62786,0.54163,0.00128,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,81318.3,0.55242,0.20789,0.00064,0.977,0.86774,0.94174,0.87485,0.62825,0.54185,0.00128,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,81977.4,0.55489,0.21233,0.00065,0.9773,0.86765,0.94148,0.87527,0.62743,0.54286,0.00128,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,82636,0.5549,0.20782,0.00064,0.9791,0.86479,0.94124,0.87501,0.62637,0.54532,0.00128,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,83294.1,0.55367,0.20752,0.00064,0.9748,0.86923,0.94107,0.87507,0.62545,0.54492,0.00127,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,83952.3,0.54889,0.2095,0.00064,0.98079,0.86535,0.94128,0.8758,0.6244,0.54486,0.00127,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,84611,0.54676,0.20506,0.00063,0.9812,0.86338,0.94095,0.87551,0.6229,0.54678,0.00127,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,85268.6,0.54686,0.20646,0.00063,0.97937,0.86479,0.94072,0.87556,0.62166,0.54835,0.00127,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,85926.8,0.544,0.20516,0.00062,0.97895,0.86443,0.941,0.87649,0.61998,0.54956,0.00127,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,86577.8,0.54114,0.20305,0.00063,0.98044,0.86397,0.94084,0.87711,0.61818,0.55058,0.00126,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,87226,0.53048,0.19829,0.00061,0.98141,0.86278,0.94048,0.87711,0.6175,0.55084,0.00126,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,87874.5,0.53539,0.20281,0.00062,0.98054,0.86448,0.94053,0.87711,0.61654,0.54982,0.00126,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,88521.9,0.52842,0.20013,0.00061,0.9822,0.86377,0.94071,0.87762,0.61514,0.55174,0.00126,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,89170.4,0.53109,0.20051,0.00061,0.97413,0.86969,0.94061,0.87814,0.61457,0.55346,0.00125,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,89817.6,0.52743,0.19819,0.00061,0.97458,0.8701,0.94051,0.87794,0.6134,0.55282,0.00125,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,90464,0.52691,0.20242,0.0006,0.97335,0.86969,0.94053,0.8783,0.61214,0.55395,0.00125,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,91111.6,0.52221,0.19919,0.0006,0.97291,0.86928,0.94029,0.87836,0.61169,0.55428,0.00125,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,91759,0.51839,0.19381,0.00059,0.97173,0.87053,0.94035,0.87857,0.61213,0.55355,0.00125,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,92406.1,0.51829,0.19741,0.0006,0.98142,0.86314,0.9401,0.87886,0.61167,0.55524,0.00125,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,93055.8,0.51304,0.1963,0.00059,0.98111,0.86275,0.93981,0.87875,0.61182,0.55565,0.00125,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,93704.3,0.51304,0.19685,0.00058,0.97541,0.86693,0.94001,0.87877,0.60944,0.55914,0.00124,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,94353,0.50676,0.1917,0.00058,0.97235,0.8703,0.93977,0.87938,0.61006,0.55714,0.00124,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,95001.9,0.50712,0.19522,0.00058,0.97301,0.86896,0.93955,0.87953,0.60875,0.55911,0.00124,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,95652.6,0.5043,0.193,0.00057,0.98074,0.86344,0.93984,0.88,0.60852,0.55956,0.00124,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,96314.3,0.50504,0.19646,0.00058,0.98107,0.86417,0.93949,0.8802,0.60791,0.55974,0.00124,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,96976.3,0.49826,0.19159,0.00057,0.97956,0.86601,0.93975,0.87984,0.60802,0.56022,0.00124,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,97637.2,0.49815,0.19104,0.00056,0.97675,0.86806,0.93983,0.88086,0.60723,0.56127,0.00124,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,98298.9,0.49463,0.18839,0.00056,0.98077,0.86451,0.93988,0.88049,0.60657,0.56112,0.00124,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,98959.7,0.49539,0.19068,0.00056,0.97456,0.8684,0.93963,0.8802,0.60707,0.56114,0.00124,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,99620,0.49347,0.19028,0.00056,0.98123,0.86472,0.9394,0.87992,0.60708,0.55735,0.00124,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,100279,0.48873,0.18656,0.00055,0.98138,0.86397,0.93962,0.88075,0.60656,0.56176,0.00124,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,100938,0.48715,0.18538,0.00055,0.98167,0.86377,0.93934,0.88029,0.60622,0.56207,0.00124,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,101597,0.48179,0.1834,0.00055,0.98134,0.86356,0.93943,0.88044,0.60578,0.56289,0.00124,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,102256,0.48175,0.18437,0.00054,0.98226,0.86275,0.93942,0.88049,0.60667,0.56137,0.00124,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,102916,0.48019,0.18747,0.00054,0.97196,0.87081,0.93938,0.8807,0.60658,0.56232,0.00124,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,103575,0.47632,0.18319,0.00053,0.97939,0.86382,0.93917,0.88061,0.606,0.56435,0.00124,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,104235,0.47621,0.18471,0.00054,0.98095,0.86336,0.93913,0.88055,0.60616,0.56371,0.00124,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,104895,0.47601,0.18089,0.00053,0.97924,0.86458,0.93909,0.88069,0.60554,0.56379,0.00124,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,105555,0.47012,0.18012,0.00052,0.97931,0.86397,0.93928,0.88121,0.60544,0.56499,0.00124,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,106216,0.46702,0.17984,0.00052,0.97161,0.8701,0.9394,0.88109,0.60688,0.56435,0.00125,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,106877,0.46907,0.18127,0.00052,0.97781,0.86438,0.9394,0.88077,0.60678,0.56579,0.00125,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,107538,0.46031,0.17737,0.00051,0.97826,0.86379,0.93927,0.88052,0.60563,0.56189,0.00124,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,108198,0.46326,0.18155,0.00052,0.97759,0.86417,0.93925,0.88054,0.60565,0.5641,0.00124,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,108858,0.4554,0.17616,0.0005,0.97789,0.86438,0.93913,0.88083,0.6057,0.56541,0.00124,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,109517,0.45648,0.17389,0.00051,0.97642,0.8652,0.93925,0.88134,0.60517,0.56597,0.00124,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,110178,0.45016,0.17201,0.0005,0.9808,0.86172,0.9394,0.88147,0.60564,0.56651,0.00124,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,110838,0.45728,0.17884,0.00051,0.98039,0.86275,0.93939,0.88181,0.6051,0.56536,0.00124,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,111498,0.44657,0.17231,0.00049,0.98004,0.86247,0.93951,0.88206,0.60548,0.56616,0.00124,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,112160,0.44824,0.17287,0.0005,0.98139,0.86193,0.93963,0.88243,0.60451,0.5679,0.00124,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,112821,0.44674,0.17398,0.00049,0.97912,0.86211,0.93969,0.88294,0.60395,0.56891,0.00124,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,113483,0.44481,0.17175,0.00049,0.98072,0.86245,0.93959,0.88282,0.6026,0.57026,0.00123,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
