epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,15395.8,0.88446,1.23822,0.44757,0.00271,1.2881,0.9436,0.93498,0.96879,0.74887,0.9432,0.9351,0.96784,0.69772,0.91523,1.32033,0.40154,0.00481,0,0.000667262,0.000222421,0.000667262,0.000222421,0.000667262,0.000222421,0.000667262,0.000222421
91,15558.1,0.88171,1.22277,0.44637,0.00274,1.28475,0.94844,0.93483,0.96884,0.74797,0.94778,0.93445,0.96773,0.69849,0.91681,1.3193,0.3997,0.00482,0,0.000665658,0.000221886,0.000665658,0.000221886,0.000665658,0.000221886,0.000665658,0.000221886
92,15720.2,0.88761,1.23278,0.45123,0.00274,1.27358,0.94897,0.9309,0.9686,0.74744,0.94847,0.9311,0.96759,0.69683,0.91608,1.32277,0.39978,0.00484,0,0.000664054,0.000221351,0.000664054,0.000221351,0.000664054,0.000221351,0.000664054,0.000221351
93,15880.2,0.88146,1.2264,0.44616,0.0027,1.27468,0.94943,0.93306,0.9691,0.74744,0.94947,0.9331,0.96792,0.69723,0.91757,1.32404,0.39883,0.00484,0,0.00066245,0.000220817,0.00066245,0.000220817,0.00066245,0.000220817,0.00066245,0.000220817
94,16041.7,0.8778,1.21592,0.43945,0.00265,1.27373,0.94393,0.93348,0.96878,0.74677,0.94412,0.93339,0.96757,0.69823,0.91819,1.3263,0.40198,0.00484,0,0.000660847,0.000220282,0.000660847,0.000220282,0.000660847,0.000220282,0.000660847,0.000220282
95,16202.6,0.8872,1.23033,0.44683,0.0027,1.26238,0.95073,0.9367,0.96947,0.74857,0.9526,0.93542,0.96825,0.69785,0.91432,1.32215,0.39857,0.00483,0,0.000659243,0.000219748,0.000659243,0.000219748,0.000659243,0.000219748,0.000659243,0.000219748
96,16364.4,0.88073,1.22122,0.44255,0.00269,1.26764,0.95289,0.9297,0.96759,0.7471,0.9525,0.92932,0.96641,0.69582,0.91887,1.32109,0.4029,0.00484,0,0.000657639,0.000219213,0.000657639,0.000219213,0.000657639,0.000219213,0.000657639,0.000219213
97,16523,0.87699,1.21645,0.43526,0.0027,1.2394,0.9462,0.93688,0.96927,0.74834,0.94676,0.93745,0.96872,0.69796,0.91875,1.32277,0.39932,0.00487,0,0.000656035,0.000218678,0.000656035,0.000218678,0.000656035,0.000218678,0.000656035,0.000218678
98,16842.6,0.88595,1.23448,0.44435,0.00273,1.27675,0.94882,0.93796,0.96922,0.74818,0.95014,0.93721,0.9683,0.69739,0.91878,1.32734,0.39765,0.00485,0,0.000654431,0.000218144,0.000654431,0.000218144,0.000654431,0.000218144,0.000654431,0.000218144
99,17085.5,0.88022,1.22099,0.43839,0.0027,1.25964,0.95068,0.93436,0.96976,0.75066,0.95115,0.93514,0.96893,0.69849,0.91317,1.32242,0.39538,0.00483,0,0.000652828,0.000217609,0.000652828,0.000217609,0.000652828,0.000217609,0.000652828,0.000217609
100,17249.8,0.88189,1.24061,0.43934,0.00272,1.26613,0.94635,0.93558,0.96889,0.74805,0.94765,0.93494,0.96813,0.69843,0.91646,1.32301,0.39851,0.00484,0,0.000651224,0.000217075,0.000651224,0.000217075,0.000651224,0.000217075,0.000651224,0.000217075
101,17509.3,0.8764,1.2087,0.42762,0.00268,1.26328,0.94325,0.93819,0.96899,0.74954,0.94343,0.93692,0.96756,0.69824,0.91175,1.33154,0.40236,0.00481,0,0.00064962,0.00021654,0.00064962,0.00021654,0.00064962,0.00021654,0.00064962,0.00021654
102,17669.9,0.87636,1.21478,0.42859,0.00271,1.25375,0.95028,0.93228,0.96925,0.74981,0.95006,0.93205,0.96797,0.69757,0.91268,1.32278,0.39836,0.00483,0,0.000648016,0.000216005,0.000648016,0.000216005,0.000648016,0.000216005,0.000648016,0.000216005
103,17831.4,0.87528,1.21273,0.42425,0.00268,1.22627,0.94732,0.9336,0.96914,0.74799,0.9476,0.93362,0.96805,0.69884,0.92014,1.33099,0.4002,0.00488,0,0.000646412,0.000215471,0.000646412,0.000215471,0.000646412,0.000215471,0.000646412,0.000215471
104,17992.2,0.874,1.21677,0.42923,0.00269,1.22975,0.94691,0.93737,0.96876,0.74845,0.94762,0.93724,0.96761,0.69733,0.91604,1.33018,0.39987,0.00484,0,0.000644809,0.000214936,0.000644809,0.000214936,0.000644809,0.000214936,0.000644809,0.000214936
105,18154.1,0.87981,1.21531,0.42942,0.00268,1.24194,0.94315,0.9412,0.96994,0.74947,0.94385,0.93967,0.96834,0.69888,0.91636,1.3264,0.3953,0.00485,0,0.000643205,0.000214402,0.000643205,0.000214402,0.000643205,0.000214402,0.000643205,0.000214402
106,18314.5,0.88096,1.2297,0.43057,0.00272,1.25974,0.94848,0.93465,0.96931,0.74988,0.94895,0.93489,0.96844,0.69863,0.91395,1.32578,0.39725,0.00482,0,0.000641601,0.000213867,0.000641601,0.000213867,0.000641601,0.000213867,0.000641601,0.000213867
107,18474.2,0.8704,1.20423,0.41878,0.00265,1.23855,0.94537,0.93577,0.96805,0.74698,0.94506,0.93549,0.96673,0.69892,0.91921,1.33115,0.40278,0.00486,0,0.000639997,0.000213332,0.000639997,0.000213332,0.000639997,0.000213332,0.000639997,0.000213332
108,18633.2,0.86406,1.20632,0.41512,0.00264,1.21634,0.9469,0.93653,0.9694,0.74935,0.94667,0.93631,0.96848,0.69759,0.91649,1.32826,0.39797,0.00485,0,0.000638393,0.000212798,0.000638393,0.000212798,0.000638393,0.000212798,0.000638393,0.000212798
109,18794.5,0.87454,1.22632,0.42955,0.0027,1.23143,0.94502,0.93517,0.96902,0.74792,0.94564,0.93423,0.96797,0.69839,0.91826,1.33057,0.3985,0.00485,0,0.00063679,0.000212263,0.00063679,0.000212263,0.00063679,0.000212263,0.00063679,0.000212263
110,18955.9,0.87492,1.22495,0.42699,0.00268,1.22474,0.94722,0.93449,0.96899,0.74868,0.94726,0.93454,0.96785,0.69749,0.92019,1.33542,0.39855,0.00488,0,0.000635186,0.000211729,0.000635186,0.000211729,0.000635186,0.000211729,0.000635186,0.000211729
111,19117.5,0.87575,1.20896,0.41649,0.00268,1.22616,0.94719,0.93415,0.96948,0.74925,0.94715,0.9337,0.96841,0.69934,0.91808,1.32942,0.39883,0.00485,0,0.000633582,0.000211194,0.000633582,0.000211194,0.000633582,0.000211194,0.000633582,0.000211194
112,19279.7,0.87832,1.22198,0.42628,0.00268,1.24936,0.94449,0.93762,0.969,0.7501,0.94429,0.93685,0.96797,0.69641,0.91672,1.32889,0.39981,0.00484,0,0.000631978,0.000210659,0.000631978,0.000210659,0.000631978,0.000210659,0.000631978,0.000210659
113,19464.1,0.87393,1.21066,0.42432,0.00266,1.21079,0.94473,0.93453,0.96903,0.75018,0.94651,0.9326,0.96798,0.69836,0.91664,1.33544,0.4019,0.00485,0,0.000630374,0.000210125,0.000630374,0.000210125,0.000630374,0.000210125,0.000630374,0.000210125
114,19657.6,0.86194,1.19245,0.41595,0.00261,1.22756,0.94322,0.9359,0.9689,0.74978,0.94338,0.93582,0.96817,0.69784,0.91815,1.33689,0.40359,0.00486,0,0.000628771,0.00020959,0.000628771,0.00020959,0.000628771,0.00020959,0.000628771,0.00020959
115,19818,0.86901,1.20333,0.42123,0.00265,1.23316,0.94643,0.93607,0.96934,0.74939,0.94681,0.93611,0.96841,0.6983,0.91567,1.32268,0.39692,0.00484,0,0.000627167,0.000209056,0.000627167,0.000209056,0.000627167,0.000209056,0.000627167,0.000209056
116,19980,0.86865,1.20665,0.41706,0.00265,1.22709,0.94738,0.94028,0.96991,0.75159,0.9473,0.93966,0.96875,0.69737,0.91381,1.32921,0.39744,0.00483,0,0.000625563,0.000208521,0.000625563,0.000208521,0.000625563,0.000208521,0.000625563,0.000208521
117,20148.4,0.87685,1.21505,0.41657,0.00268,1.2117,0.94607,0.93926,0.97041,0.74959,0.94584,0.93904,0.96935,0.70019,0.91741,1.3391,0.39716,0.00485,0,0.000623959,0.000207986,0.000623959,0.000207986,0.000623959,0.000207986,0.000623959,0.000207986
118,20311.9,0.87,1.2156,0.42092,0.00266,1.2191,0.94549,0.93879,0.96948,0.74809,0.94565,0.9387,0.96869,0.69851,0.91903,1.33188,0.39641,0.00486,0,0.000622355,0.000207452,0.000622355,0.000207452,0.000622355,0.000207452,0.000622355,0.000207452
119,20471.3,0.86491,1.19812,0.40672,0.00263,1.22926,0.94836,0.93783,0.96972,0.75011,0.94824,0.93662,0.9684,0.69808,0.91576,1.32754,0.39769,0.00484,0,0.000620752,0.000206917,0.000620752,0.000206917,0.000620752,0.000206917,0.000620752,0.000206917
120,20633,0.87056,1.20998,0.41723,0.00269,1.21829,0.94461,0.9397,0.97058,0.75148,0.94949,0.93441,0.96906,0.69932,0.91641,1.34061,0.39485,0.00485,0,0.000619148,0.000206383,0.000619148,0.000206383,0.000619148,0.000206383,0.000619148,0.000206383
121,20796.9,0.86292,1.20265,0.40971,0.00262,1.20387,0.9492,0.93576,0.97052,0.75008,0.94916,0.93574,0.96956,0.69937,0.9184,1.33702,0.40023,0.00487,0,0.000617544,0.000205848,0.000617544,0.000205848,0.000617544,0.000205848,0.000617544,0.000205848
122,20959,0.8595,1.19769,0.40207,0.00262,1.21459,0.95114,0.94006,0.97104,0.75184,0.95081,0.93867,0.9696,0.69989,0.91385,1.33615,0.39339,0.00483,0,0.00061594,0.000205313,0.00061594,0.000205313,0.00061594,0.000205313,0.00061594,0.000205313
123,21124.1,0.87663,1.21898,0.41773,0.0027,1.21926,0.94632,0.93687,0.96977,0.74974,0.94593,0.93633,0.96846,0.69876,0.91742,1.33473,0.39833,0.00486,0,0.000614336,0.000204779,0.000614336,0.000204779,0.000614336,0.000204779,0.000614336,0.000204779
124,21285.2,0.87511,1.20708,0.4152,0.00268,1.2093,0.94548,0.93359,0.96986,0.74984,0.95076,0.93031,0.96864,0.7001,0.91912,1.33804,0.40111,0.00486,0,0.000612733,0.000204244,0.000612733,0.000204244,0.000612733,0.000204244,0.000612733,0.000204244
125,21447,0.85783,1.1842,0.40201,0.0026,1.19156,0.9514,0.93575,0.96998,0.74966,0.95297,0.93468,0.96912,0.69875,0.92173,1.33963,0.39847,0.00488,0,0.000611129,0.00020371,0.000611129,0.00020371,0.000611129,0.00020371,0.000611129,0.00020371
126,21606.9,0.85222,1.1762,0.40018,0.00259,1.18917,0.94749,0.93712,0.96974,0.74942,0.94778,0.93717,0.96905,0.6986,0.92125,1.33733,0.40014,0.00488,0,0.000609525,0.000203175,0.000609525,0.000203175,0.000609525,0.000203175,0.000609525,0.000203175
127,21768.4,0.85872,1.19626,0.40389,0.00263,1.19427,0.95016,0.93755,0.97048,0.75036,0.95121,0.93592,0.96918,0.6991,0.91854,1.33816,0.3963,0.00486,0,0.000607921,0.00020264,0.000607921,0.00020264,0.000607921,0.00020264,0.000607921,0.00020264
128,21929.4,0.85419,1.2063,0.40638,0.00262,1.18334,0.95087,0.93563,0.96998,0.74925,0.95136,0.93478,0.96863,0.69764,0.91988,1.33715,0.39804,0.00487,0,0.000606317,0.000202106,0.000606317,0.000202106,0.000606317,0.000202106,0.000606317,0.000202106
129,22090.8,0.85761,1.18475,0.40144,0.00262,1.20651,0.94569,0.9398,0.96967,0.74905,0.9458,0.93991,0.96867,0.69772,0.92084,1.3388,0.3992,0.00487,0,0.000604714,0.000201571,0.000604714,0.000201571,0.000604714,0.000201571,0.000604714,0.000201571
130,22251.2,0.85407,1.1874,0.39745,0.00259,1.18367,0.94894,0.9349,0.9694,0.74822,0.94892,0.93463,0.96832,0.69696,0.92193,1.33988,0.39908,0.00488,0,0.00060311,0.000201037,0.00060311,0.000201037,0.00060311,0.000201037,0.00060311,0.000201037
131,22412.4,0.84595,1.17405,0.39454,0.00259,1.18839,0.94649,0.93704,0.96936,0.74807,0.94635,0.93625,0.96806,0.69979,0.92189,1.33368,0.40063,0.00488,0,0.000601506,0.000200502,0.000601506,0.000200502,0.000601506,0.000200502,0.000601506,0.000200502
132,22573.4,0.85488,1.17763,0.3914,0.0026,1.15468,0.9499,0.93705,0.97004,0.74838,0.95012,0.93699,0.96912,0.7008,0.92205,1.33585,0.39936,0.00487,0,0.000599902,0.000199967,0.000599902,0.000199967,0.000599902,0.000199967,0.000599902,0.000199967
133,22733.9,0.85722,1.18988,0.39911,0.0026,1.20362,0.94883,0.93792,0.96985,0.74866,0.94855,0.93763,0.96895,0.69906,0.92037,1.33615,0.3994,0.00488,0,0.000598298,0.000199433,0.000598298,0.000199433,0.000598298,0.000199433,0.000598298,0.000199433
134,22894.6,0.84985,1.18461,0.38364,0.00259,1.1629,0.94971,0.93469,0.96948,0.74887,0.94941,0.93439,0.96801,0.69962,0.92167,1.33627,0.39911,0.00487,0,0.000596695,0.000198898,0.000596695,0.000198898,0.000596695,0.000198898,0.000596695,0.000198898
135,23056,0.856,1.18715,0.3952,0.00259,1.17315,0.94318,0.94131,0.96886,0.74898,0.94358,0.94106,0.96769,0.69753,0.91984,1.33579,0.39901,0.00487,0,0.000595091,0.000198364,0.000595091,0.000198364,0.000595091,0.000198364,0.000595091,0.000198364
136,23217.2,0.8533,1.18259,0.39348,0.00259,1.17869,0.94858,0.93998,0.96995,0.74939,0.94867,0.93975,0.96901,0.69991,0.9227,1.33918,0.39854,0.0049,0,0.000593487,0.000197829,0.000593487,0.000197829,0.000593487,0.000197829,0.000593487,0.000197829
137,23377.1,0.8511,1.17935,0.39335,0.00259,1.16849,0.95047,0.93918,0.96953,0.75008,0.95119,0.93802,0.96842,0.69909,0.91944,1.34105,0.39765,0.00486,0,0.000591883,0.000197294,0.000591883,0.000197294,0.000591883,0.000197294,0.000591883,0.000197294
138,23538.3,0.85596,1.19852,0.40089,0.00262,1.17052,0.9524,0.93833,0.97081,0.7504,0.95269,0.93651,0.9692,0.70123,0.91878,1.33559,0.39512,0.00486,0,0.000590279,0.00019676,0.000590279,0.00019676,0.000590279,0.00019676,0.000590279,0.00019676
139,23699.8,0.85079,1.17615,0.38499,0.00257,1.14023,0.94642,0.94007,0.97009,0.75015,0.94713,0.9388,0.96937,0.69987,0.91805,1.33759,0.39622,0.00485,0,0.000588676,0.000196225,0.000588676,0.000196225,0.000588676,0.000196225,0.000588676,0.000196225
140,23861.7,0.85628,1.18544,0.39995,0.00258,1.18856,0.94579,0.9414,0.97019,0.74956,0.94636,0.94024,0.96888,0.69924,0.92007,1.33923,0.39533,0.00487,0,0.000587072,0.000195691,0.000587072,0.000195691,0.000587072,0.000195691,0.000587072,0.000195691
141,24023,0.85657,1.19107,0.39544,0.00262,1.1859,0.94801,0.93767,0.9708,0.75067,0.94935,0.93692,0.96992,0.69927,0.92154,1.34366,0.39736,0.00488,0,0.000585468,0.000195156,0.000585468,0.000195156,0.000585468,0.000195156,0.000585468,0.000195156
142,24183.1,0.84923,1.18079,0.39319,0.00256,1.19095,0.9424,0.94259,0.96922,0.74918,0.94307,0.94249,0.96887,0.69967,0.92148,1.34841,0.39965,0.00487,0,0.000583864,0.000194621,0.000583864,0.000194621,0.000583864,0.000194621,0.000583864,0.000194621
