epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,23829.4,0.96598,1.26864,0.3935,0.00783,0.84616,0.98727,0.98616,0.99292,0.76982,0.93291,0.92237,0.92619,0.52708,0.9469,1.2143,0.26242,0.01293,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,24071.3,0.97051,1.2694,0.40421,0.00791,0.83573,0.98756,0.985,0.99264,0.76782,0.93068,0.92807,0.92981,0.52419,0.94607,1.21073,0.26225,0.01292,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,24312.4,0.96095,1.24695,0.39998,0.00778,0.84154,0.98799,0.98817,0.99294,0.76671,0.93269,0.9321,0.92684,0.51983,0.95214,1.24467,0.26135,0.01302,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,24553.8,0.96286,1.26293,0.40014,0.00778,0.83948,0.98694,0.98643,0.99248,0.76916,0.93121,0.93064,0.92951,0.52899,0.9493,1.22928,0.25976,0.01297,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,24795.5,0.96209,1.25962,0.40005,0.00777,0.84685,0.98676,0.99006,0.99255,0.76721,0.92815,0.93004,0.92961,0.52528,0.94777,1.22847,0.26499,0.01295,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,25037.7,0.95842,1.24577,0.38596,0.00777,0.81559,0.98674,0.98936,0.99284,0.76696,0.92871,0.92824,0.92767,0.52421,0.95504,1.23687,0.26043,0.01307,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,25279.7,0.96111,1.25069,0.39385,0.0078,0.86851,0.98823,0.98345,0.9925,0.76659,0.93019,0.92324,0.92838,0.52514,0.95729,1.262,0.26234,0.01311,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,25521.5,0.9556,1.24549,0.3854,0.00773,0.83308,0.98734,0.98535,0.9925,0.7701,0.92895,0.92724,0.92596,0.52423,0.95242,1.2443,0.2611,0.01303,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,25762.6,0.95384,1.24321,0.39576,0.00778,0.81428,0.98714,0.98847,0.99289,0.77042,0.92764,0.92845,0.92533,0.52605,0.94696,1.26309,0.25774,0.01294,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,26004.1,0.94892,1.23958,0.39593,0.00765,0.8269,0.98551,0.98847,0.99318,0.76878,0.92734,0.93004,0.92429,0.52212,0.94952,1.27858,0.26046,0.01298,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,26245.8,0.95364,1.23873,0.39632,0.00769,0.79785,0.98821,0.98786,0.99327,0.76858,0.93057,0.92762,0.92517,0.52518,0.94813,1.25474,0.25703,0.01295,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,26486.7,0.9492,1.22258,0.38589,0.00768,0.78869,0.98684,0.9886,0.99322,0.76763,0.92944,0.924,0.9217,0.52229,0.94928,1.28727,0.26097,0.01298,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,26729.3,0.94485,1.21508,0.38045,0.00767,0.81633,0.98874,0.98966,0.99325,0.77146,0.93145,0.93242,0.92964,0.52501,0.94926,1.27792,0.25824,0.01297,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,26971.1,0.95196,1.22953,0.39279,0.00768,0.80354,0.9893,0.98906,0.99354,0.76988,0.93241,0.93123,0.93017,0.52273,0.95344,1.29126,0.26053,0.01305,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,27212.3,0.94107,1.2105,0.37949,0.00763,0.81093,0.98858,0.98694,0.99325,0.76879,0.93279,0.92738,0.92506,0.51768,0.95275,1.31,0.26202,0.01304,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,27454.3,0.94473,1.22715,0.38714,0.00764,0.75454,0.98807,0.99054,0.9932,0.76807,0.93229,0.92974,0.93069,0.52342,0.95086,1.29486,0.26051,0.01301,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,27696.4,0.9392,1.21298,0.3797,0.00759,0.81493,0.98814,0.98877,0.99312,0.76726,0.93514,0.93152,0.93481,0.52105,0.95211,1.30193,0.2634,0.01303,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,27938.4,0.94034,1.20974,0.37969,0.0076,0.81821,0.98873,0.98995,0.99319,0.76916,0.93209,0.92821,0.92997,0.52203,0.95336,1.31093,0.25924,0.01304,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,28180.5,0.92783,1.18112,0.37775,0.00753,0.81023,0.98924,0.98877,0.9934,0.76754,0.93335,0.92919,0.93073,0.51872,0.95379,1.31669,0.26075,0.01304,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,28422.4,0.9348,1.20425,0.37445,0.00752,0.8248,0.9908,0.98652,0.99304,0.76776,0.93218,0.92807,0.9273,0.51915,0.95499,1.32552,0.2605,0.01306,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,28663.3,0.93208,1.19891,0.37871,0.00754,0.79723,0.98907,0.98897,0.99302,0.76895,0.93386,0.93197,0.9269,0.52218,0.95245,1.30289,0.2608,0.01303,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,28905.1,0.92252,1.19924,0.37716,0.00743,0.78116,0.98955,0.98817,0.99312,0.76979,0.93341,0.93082,0.93006,0.52426,0.95388,1.31618,0.25605,0.01305,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,29146.4,0.9289,1.20054,0.37211,0.00748,0.78558,0.99046,0.98713,0.99281,0.76829,0.93214,0.92879,0.92661,0.51961,0.95444,1.33348,0.2564,0.01307,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,29388.3,0.93199,1.19941,0.37554,0.00749,0.73949,0.98828,0.98498,0.99242,0.76819,0.93128,0.9282,0.92571,0.52144,0.95525,1.34537,0.2623,0.01307,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,29629.8,0.9288,1.18277,0.3792,0.00745,0.75298,0.9867,0.98788,0.99301,0.7706,0.92939,0.92831,0.92696,0.52471,0.95821,1.35487,0.26003,0.01312,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,29871.3,0.92945,1.18834,0.37482,0.00746,0.7416,0.98762,0.99006,0.99323,0.76928,0.93166,0.92673,0.92426,0.52259,0.95606,1.36207,0.25792,0.01307,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,30112.2,0.92722,1.18012,0.37449,0.0075,0.79571,0.98894,0.98788,0.99307,0.77049,0.93305,0.92767,0.92855,0.52441,0.95552,1.37941,0.25999,0.01307,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
